,x_time,y_amplitude
563,-4.37,0.941955282
564,-4.36,0.938550857
565,-4.35,0.935052578
566,-4.34,0.931460794
567,-4.33,0.927775865
568,-4.32,0.923998159
569,-4.31,0.920128054
570,-4.3,0.916165937
571,-4.29,0.912112204
572,-4.28,0.907967261
573,-4.27,0.903731521
574,-4.26,0.89940541
575,-4.25,0.894989358
576,-4.24,0.890483809
577,-4.23,0.885889211
578,-4.22,0.881206026
579,-4.21,0.87643472
580,-4.2,0.871575772
581,-4.19,0.866629667
582,-4.18,0.8615969
583,-4.17,0.856477974
584,-4.16,0.851273401
585,-4.15,0.845983701
586,-4.14,0.840609404
587,-4.13,0.835151046
588,-4.12,0.829609174
589,-4.11,0.823984341
590,-4.1,0.818277111
591,-4.09,0.812488054
592,-4.08,0.806617749
593,-4.07,0.800666782
594,-4.06,0.79463575
595,-4.05,0.788525254
596,-4.04,0.782335907
597,-4.03,0.776068327
598,-4.02,0.769723141
599,-4.01,0.763300983
600,-4,0.756802495
601,-3.99,0.750228328
602,-3.98,0.743579139
603,-3.97,0.736855592
604,-3.96,0.730058361
605,-3.95,0.723188124
606,-3.94,0.716245569
607,-3.93,0.70923139
608,-3.92,0.702146289
609,-3.91,0.694990973
610,-3.9,0.687766159
611,-3.89,0.680472569
612,-3.88,0.673110932
613,-3.87,0.665681985
614,-3.86,0.65818647
615,-3.85,0.650625137
616,-3.84,0.642998742
617,-3.83,0.635308048
618,-3.82,0.627553823
619,-3.81,0.619736844
620,-3.8,0.611857891
621,-3.79,0.603917753
622,-3.78,0.595917224
623,-3.77,0.587857103
624,-3.76,0.579738198
625,-3.75,0.571561319
626,-3.74,0.563327284
627,-3.73,0.555036917
628,-3.72,0.546691047
629,-3.71,0.538290508
630,-3.7,0.529836141
631,-3.69,0.52132879
632,-3.68,0.512769307
633,-3.67,0.504158548
634,-3.66,0.495497373
635,-3.65,0.486786649
636,-3.64,0.478027246
637,-3.63,0.469220041
638,-3.62,0.460365915
639,-3.61,0.451465752
640,-3.6,0.442520443
641,-3.59,0.433530883
642,-3.58,0.424497969
643,-3.57,0.415422607
644,-3.56,0.406305702
645,-3.55,0.397148167
646,-3.54,0.387950918
647,-3.53,0.378714874
648,-3.52,0.369440959
649,-3.51,0.360130099
650,-3.5,0.350783228
651,-3.49,0.341401278
652,-3.48,0.331985188
653,-3.47,0.3225359
654,-3.46,0.313054359
655,-3.45,0.303541513
656,-3.44,0.293998312
657,-3.43,0.284425713
658,-3.42,0.27482467
659,-3.41,0.265196146
660,-3.4,0.255541102
661,-3.39,0.245860504
662,-3.38,0.236155321
663,-3.37,0.226426522
664,-3.36,0.21667508
665,-3.35,0.206901972
666,-3.34,0.197108173
667,-3.33,0.187294664
668,-3.32,0.177462425
669,-3.31,0.16761244
670,-3.3,0.157745694
671,-3.29,0.147863174
672,-3.28,0.137965867
673,-3.27,0.128054764
674,-3.26,0.118130856
675,-3.25,0.108195135
676,-3.24,0.098248594
677,-3.23,0.088292228
678,-3.22,0.078327033
679,-3.21,0.068354006
680,-3.2,0.058374143
681,-3.19,0.048388443
682,-3.18,0.038397905
683,-3.17,0.028403526
684,-3.16,0.018406307
685,-3.15,0.008407247
686,-3.14,-0.001592653
687,-3.13,-0.011592394
688,-3.12,-0.021590976
689,-3.11,-0.031587398
690,-3.1,-0.041580662
691,-3.09,-0.051569768
692,-3.08,-0.061553717
693,-3.07,-0.071531511
694,-3.06,-0.081502152
695,-3.05,-0.091464642
696,-3.04,-0.101417986
697,-3.03,-0.111361189
698,-3.02,-0.121293255
699,-3.01,-0.131213192
700,-3,-0.141120008
701,-2.99,-0.151012712
702,-2.98,-0.160890315
703,-2.97,-0.170751829
704,-2.96,-0.180596268
705,-2.95,-0.190422647
706,-2.94,-0.200229985
707,-2.93,-0.210017299
708,-2.92,-0.219783612
709,-2.91,-0.229527947
710,-2.9,-0.239249329
711,-2.89,-0.248946787
712,-2.88,-0.25861935
713,-2.87,-0.268266051
714,-2.86,-0.277885926
715,-2.85,-0.287478012
716,-2.84,-0.297041351
717,-2.83,-0.306574986
718,-2.82,-0.316077964
719,-2.81,-0.325549335
720,-2.8,-0.33498815
721,-2.79,-0.344393467
722,-2.78,-0.353764345
723,-2.77,-0.363099847
724,-2.76,-0.372399039
725,-2.75,-0.381660992
726,-2.74,-0.390884779
727,-2.73,-0.400069478
728,-2.72,-0.40921417
729,-2.71,-0.418317941
730,-2.7,-0.42737988
731,-2.69,-0.436399082
732,-2.68,-0.445374645
733,-2.67,-0.45430567
734,-2.66,-0.463191265
735,-2.65,-0.472030541
736,-2.64,-0.480822615
737,-2.63,-0.489566607
738,-2.62,-0.498261642
739,-2.61,-0.506906852
740,-2.6,-0.515501372
741,-2.59,-0.524044342
742,-2.58,-0.532534908
743,-2.57,-0.54097222
744,-2.56,-0.549355436
745,-2.55,-0.557683717
746,-2.54,-0.56595623
747,-2.53,-0.574172148
748,-2.52,-0.58233065
749,-2.51,-0.590430918
750,-2.5,-0.598472144
751,-2.49,-0.606453523
752,-2.48,-0.614374258
753,-2.47,-0.622233555
754,-2.46,-0.63003063
755,-2.45,-0.637764702
756,-2.44,-0.645434998
757,-2.43,-0.653040752
758,-2.42,-0.660581201
759,-2.41,-0.668055593
760,-2.4,-0.675463181
761,-2.39,-0.682803222
762,-2.38,-0.690074984
763,-2.37,-0.697277738
764,-2.36,-0.704410766
765,-2.35,-0.711473353
766,-2.34,-0.718464793
767,-2.33,-0.725384387
768,-2.32,-0.732231444
769,-2.31,-0.739005278
770,-2.3,-0.745705212
771,-2.29,-0.752330576
772,-2.28,-0.758880708
773,-2.27,-0.765354953
774,-2.26,-0.771752662
775,-2.25,-0.778073197
776,-2.24,-0.784315925
777,-2.23,-0.790480222
778,-2.22,-0.796565472
779,-2.21,-0.802571066
780,-2.2,-0.808496404
781,-2.19,-0.814340892
782,-2.18,-0.820103948
783,-2.17,-0.825784993
784,-2.16,-0.831383461
785,-2.15,-0.836898791
786,-2.14,-0.842330432
787,-2.13,-0.84767784
788,-2.12,-0.852940482
789,-2.11,-0.85811783
790,-2.1,-0.863209367
791,-2.09,-0.868214583
792,-2.08,-0.87313298
793,-2.07,-0.877964063
794,-2.06,-0.882707351
795,-2.05,-0.887362369
796,-2.04,-0.891928651
797,-2.03,-0.896405741
798,-2.02,-0.900793192
799,-2.01,-0.905090563
800,-2,-0.909297427
801,-1.99,-0.913413361
802,-1.98,-0.917437955
803,-1.97,-0.921370806
804,-1.96,-0.925211521
805,-1.95,-0.928959715
806,-1.94,-0.932615014
807,-1.93,-0.936177052
808,-1.92,-0.939645474
809,-1.91,-0.943019931
810,-1.9,-0.946300088
811,-1.89,-0.949485615
812,-1.88,-0.952576194
813,-1.87,-0.955571517
814,-1.86,-0.958471283
815,-1.85,-0.961275203
816,-1.84,-0.963982996
817,-1.83,-0.966594392
818,-1.82,-0.969109129
819,-1.81,-0.971526956
820,-1.8,-0.973847631
821,-1.79,-0.976070922
822,-1.78,-0.978196607
823,-1.77,-0.980224473
824,-1.76,-0.982154317
825,-1.75,-0.983985947
826,-1.74,-0.985719179
827,-1.73,-0.98735384
828,-1.72,-0.988889766
829,-1.71,-0.990326804
830,-1.7,-0.99166481
831,-1.69,-0.992903651
832,-1.68,-0.994043202
833,-1.67,-0.99508335
834,-1.66,-0.99602399
835,-1.65,-0.996865028
836,-1.64,-0.997606381
837,-1.63,-0.998247974
838,-1.62,-0.998789743
839,-1.61,-0.999231634
840,-1.6,-0.999573603
841,-1.59,-0.999815615
842,-1.58,-0.999957646
843,-1.57,-0.999999683
844,-1.56,-0.99994172
845,-1.55,-0.999783764
846,-1.54,-0.999525831
847,-1.53,-0.999167945
848,-1.52,-0.998710144
849,-1.51,-0.998152472
850,-1.5,-0.997494987
851,-1.49,-0.996737752
852,-1.48,-0.995880845
853,-1.47,-0.99492435
854,-1.46,-0.993868363
855,-1.45,-0.992712991
856,-1.44,-0.991458348
857,-1.43,-0.99010456
858,-1.42,-0.988651763
859,-1.41,-0.987100101
860,-1.4,-0.98544973
861,-1.39,-0.983700815
862,-1.38,-0.98185353
863,-1.37,-0.979908061
864,-1.36,-0.977864602
865,-1.35,-0.975723358
866,-1.34,-0.973484542
867,-1.33,-0.971148378
868,-1.32,-0.9687151
869,-1.31,-0.966184952
870,-1.3,-0.963558185
871,-1.29,-0.960835064
872,-1.28,-0.95801586
873,-1.27,-0.955100856
874,-1.26,-0.952090342
875,-1.25,-0.948984619
876,-1.24,-0.945783999
877,-1.23,-0.942488802
878,-1.22,-0.939099356
879,-1.21,-0.935616002
880,-1.2,-0.932039086
881,-1.19,-0.928368967
882,-1.18,-0.924606012
883,-1.17,-0.920750598
884,-1.16,-0.916803109
885,-1.15,-0.91276394
886,-1.14,-0.908633496
887,-1.13,-0.904412189
888,-1.12,-0.900100442
889,-1.11,-0.895698686
890,-1.1,-0.89120736
891,-1.09,-0.886626914
892,-1.08,-0.881957807
893,-1.07,-0.877200504
894,-1.06,-0.872355482
895,-1.05,-0.867423226
896,-1.04,-0.862404227
897,-1.03,-0.857298989
898,-1.02,-0.852108022
899,-1.01,-0.846831845
900,-1,-0.841470985
901,-0.99,-0.836025979
902,-0.98,-0.83049737
903,-0.97,-0.824885713
904,-0.96,-0.819191568
905,-0.95,-0.813415505
906,-0.94,-0.8075581
907,-0.93,-0.801619941
908,-0.92,-0.79560162
909,-0.91,-0.78950374
910,-0.9,-0.78332691
911,-0.89,-0.777071748
912,-0.88,-0.770738879
913,-0.87,-0.764328937
914,-0.86,-0.757842563
915,-0.85,-0.751280405
916,-0.84,-0.74464312
917,-0.83,-0.737931371
918,-0.82,-0.73114583
919,-0.81,-0.724287174
920,-0.8,-0.717356091
921,-0.79,-0.710353272
922,-0.78,-0.703279419
923,-0.77,-0.696135239
924,-0.76,-0.688921445
925,-0.75,-0.68163876
926,-0.74,-0.674287912
927,-0.73,-0.666869635
928,-0.72,-0.659384672
929,-0.71,-0.651833771
930,-0.7,-0.644217687
931,-0.69,-0.636537182
932,-0.68,-0.628793024
933,-0.67,-0.620985987
934,-0.66,-0.613116852
935,-0.65,-0.605186406
936,-0.64,-0.597195441
937,-0.63,-0.589144758
938,-0.62,-0.581035161
939,-0.61,-0.57286746
940,-0.6,-0.564642473
941,-0.59,-0.556361023
942,-0.58,-0.548023937
943,-0.57,-0.539632049
944,-0.56,-0.531186198
945,-0.55,-0.522687229
946,-0.54,-0.514135992
947,-0.53,-0.505533341
948,-0.52,-0.496880138
949,-0.51,-0.488177247
950,-0.5,-0.479425539
951,-0.49,-0.470625888
952,-0.48,-0.461779176
953,-0.47,-0.452886285
954,-0.46,-0.443948107
955,-0.45,-0.434965534
956,-0.44,-0.425939465
957,-0.43,-0.416870802
958,-0.42,-0.407760453
959,-0.41,-0.398609328
960,-0.4,-0.389418342
961,-0.39,-0.380188415
962,-0.38,-0.370920469
963,-0.37,-0.361615432
964,-0.36,-0.352274233
965,-0.35,-0.342897807
966,-0.34,-0.333487092
967,-0.33,-0.324043028
968,-0.32,-0.314566561
969,-0.31,-0.305058636
970,-0.3,-0.295520207
971,-0.29,-0.285952225
972,-0.28,-0.276355649
973,-0.27,-0.266731437
974,-0.26,-0.257080552
975,-0.25,-0.247403959
976,-0.24,-0.237702626
977,-0.23,-0.227977524
978,-0.22,-0.218229623
979,-0.21,-0.2084599
980,-0.2,-0.198669331
981,-0.19,-0.188858895
982,-0.18,-0.179029573
983,-0.17,-0.169182349
984,-0.16,-0.159318207
985,-0.15,-0.149438132
986,-0.14,-0.139543115
987,-0.13,-0.129634143
988,-0.12,-0.119712207
989,-0.11,-0.109778301
990,-0.1,-0.099833417
991,-0.09,-0.089878549
992,-0.08,-0.079914694
993,-0.07,-0.069942847
994,-0.06,-0.059964006
995,-0.05,-0.049979169
996,-0.04,-0.039989334
997,-0.03,-0.0299955
998,-0.02,-0.019998667
999,-0.01,-0.009999833
1000,-2.13E-13,-2.13E-13
1001,0.01,0.009999833
1002,0.02,0.019998667
1003,0.03,0.0299955
1004,0.04,0.039989334
1005,0.05,0.049979169
1006,0.06,0.059964006
1007,0.07,0.069942847
1008,0.08,0.079914694
1009,0.09,0.089878549
1010,0.1,0.099833417
1011,0.11,0.109778301
1012,0.12,0.119712207
1013,0.13,0.129634143
1014,0.14,0.139543115
1015,0.15,0.149438132
1016,0.16,0.159318207
1017,0.17,0.169182349
1018,0.18,0.179029573
1019,0.19,0.188858895
1020,0.2,0.198669331
1021,0.21,0.2084599
1022,0.22,0.218229623
1023,0.23,0.227977524
1024,0.24,0.237702626
1025,0.25,0.247403959
1026,0.26,0.257080552
1027,0.27,0.266731437
1028,0.28,0.276355649
1029,0.29,0.285952225
1030,0.3,0.295520207
1031,0.31,0.305058636
1032,0.32,0.314566561
1033,0.33,0.324043028
1034,0.34,0.333487092
1035,0.35,0.342897807
1036,0.36,0.352274233
1037,0.37,0.361615432
1038,0.38,0.370920469
1039,0.39,0.380188415
1040,0.4,0.389418342
1041,0.41,0.398609328
1042,0.42,0.407760453
1043,0.43,0.416870802
1044,0.44,0.425939465
1045,0.45,0.434965534
1046,0.46,0.443948107
1047,0.47,0.452886285
1048,0.48,0.461779176
1049,0.49,0.470625888
1050,0.5,0.479425539
1051,0.51,0.488177247
1052,0.52,0.496880138
1053,0.53,0.505533341
1054,0.54,0.514135992
1055,0.55,0.522687229
1056,0.56,0.531186198
1057,0.57,0.539632049
1058,0.58,0.548023937
1059,0.59,0.556361023
1060,0.6,0.564642473
1061,0.61,0.57286746
1062,0.62,0.581035161
1063,0.63,0.589144758
1064,0.64,0.597195441
1065,0.65,0.605186406
1066,0.66,0.613116852
1067,0.67,0.620985987
1068,0.68,0.628793024
1069,0.69,0.636537182
1070,0.7,0.644217687
1071,0.71,0.651833771
1072,0.72,0.659384672
1073,0.73,0.666869635
1074,0.74,0.674287912
1075,0.75,0.68163876
1076,0.76,0.688921445
1077,0.77,0.696135239
1078,0.78,0.703279419
1079,0.79,0.710353272
1080,0.8,0.717356091
1081,0.81,0.724287174
1082,0.82,0.73114583
1083,0.83,0.737931371
1084,0.84,0.74464312
